epoch,train_loss,test_loss,test_auc,test_acc
1,1.6678819979428514,1.5539421155986641,0.7789609771533635,0.7186064348189868
2,1.546896752135875,1.5377771489199745,0.7842678783597906,0.7273120669180446
3,1.5390001519116647,1.5342745857259823,0.7823303701340238,0.7300877757032515
4,1.533436853947046,1.527648533621576,0.7834819310614525,0.738113868251226
5,1.5268851584046257,1.5244312397486912,0.778875676147831,0.7414274536192121
6,1.5227305991966837,1.5216054909949155,0.7830831302434822,0.7436199094021048
7,1.5198877384807346,1.5193644488650209,0.7782614850777506,0.7461643091218777
8,1.5175757916480905,1.5182944484747651,0.7811147916962655,0.7471316015773286
9,1.5157809590430877,1.5178310611477839,0.780535697342283,0.7479981805162509
10,1.5141840600294982,1.5178242478266575,0.7779301332286606,0.7479550175805957
11,1.512864095699853,1.516456146435554,0.784724837487547,0.7492499056502496
12,1.511492820585673,1.5155483913211107,0.7845808212298322,0.7499482598143108
13,1.5103298024558203,1.515466871699019,0.783395640296638,0.7498929227173171
14,1.5092464463978292,1.5155173411754115,0.7815755413548273,0.7503256588158083
15,1.5082217315016606,1.5152791157229613,0.780870336163914,0.750584636429739
16,1.507265363881224,1.5145772726827607,0.778901004499513,0.7511546085287747
17,1.5063921539787863,1.5147489713692683,0.7800047390707383,0.7510395073670277
18,1.5054918605516763,1.5144689277541792,0.7794820324244145,0.7512885243034997
19,1.504672722725836,1.5150016568178988,0.7756607730927351,0.7511269399802779
20,1.503827507922724,1.514234671149442,0.7798075234137813,0.751444574917022
21,1.5030573189441299,1.5138507764772775,0.7825181648654184,0.7516061592402438
22,1.5022844836362514,1.5149010497914948,0.7791016879647845,0.751506552465655
23,1.5016184691561285,1.5138784802249463,0.7809697952730794,0.7519038728220702
24,1.5008741669096441,1.513762940107855,0.7807029914533142,0.7521949459522573
25,1.5002744044503282,1.514087888490987,0.7834272374492384,0.751950355983545
