epoch,train_loss,test_loss,test_auc,test_acc
1,1.6656136337121814,1.5919815207451677,0.7673322368802948,0.6717260701288198
2,1.5540767714189359,1.5442937756391726,0.7775859217584624,0.7220464533444719
3,1.5385815496535333,1.5410504061011436,0.7725375669026509,0.7250214403469559
4,1.5350438299755025,1.5383744194485962,0.7725190050079289,0.7270821576320969
5,1.5329582052388708,1.5379292853825344,0.766199160221695,0.7280541940873522
6,1.5312027975067195,1.5369686471325292,0.7615986806717105,0.7290340068342495
7,1.529811117694394,1.5352478136406946,0.7646939675577702,0.7303904142763827
8,1.5286309783550802,1.5352280526468793,0.764996043891238,0.7303948578716067
9,1.5275544717588139,1.5345120578236753,0.7664010332753938,0.7308792097510254
10,1.526523385100537,1.5342607338813874,0.7633381752138404,0.7314213283683563
11,1.5256492877430452,1.533923635858223,0.7605381351944864,0.7319190110334469
12,1.5248662640389163,1.5338310972276434,0.7620153487430683,0.7318401372182205
13,1.5240027880902527,1.5346112483735468,0.7602681749591249,0.7315957394808992
14,1.5232991426214713,1.5333550417279975,0.7638484920232009,0.7323311544904751
15,1.5225496623868375,1.5336432759013865,0.7625944769088606,0.7321789613540524
16,1.5218584875619023,1.5330303552134936,0.763321633002198,0.7327632941260115
17,1.521166988635341,1.5331341597213446,0.7613478631345088,0.7327321889594433
18,1.520556804981793,1.5329069988617043,0.7650523648868294,0.7327777358104895
19,1.5199418285739414,1.5327985545189498,0.7619910822439862,0.7329477033278085
20,1.5193326342478624,1.5327977046154866,0.7633415842049279,0.7329510360242265
21,1.5188174489449315,1.532743682076541,0.7625364965174779,0.733048795119155
22,1.51819047938089,1.5326577899267138,0.7629691688659305,0.7331021182618432
23,1.5176897783063072,1.5327375737773399,0.7618848344855003,0.733057682309603
24,1.517164667876201,1.5331562408080486,0.7618808003395168,0.7329365943397484
25,1.5166064204576188,1.5328686031196992,0.7613219164352558,0.7331310016307995
