epoch,train_loss,test_loss,test_auc,test_acc
1,1.6853940646472543,1.5872513678449225,0.7664374015435107,0.688000498412423
2,1.5502779452072295,1.5430826078214266,0.7786618759859342,0.7239440443053043
3,1.5382983184283263,1.5393066333169267,0.7798446860670238,0.7269879201739103
4,1.5349756179211718,1.5375059413348653,0.7821856626545365,0.7285042954695646
5,1.5327750098603692,1.536564158364334,0.7834232379385553,0.7296368486984538
6,1.5311192962494566,1.536035686278238,0.7848980590904403,0.7302342760893316
7,1.5297896428947044,1.5353075163863699,0.787660481008609,0.7308617417289126
8,1.528646536859892,1.5343774462985664,0.7865338767905597,0.731672774443903
9,1.5270547645419035,1.5316089311904215,0.7909176073784971,0.7353185278143057
10,1.5216680070538036,1.5264795577192845,0.7904343985188471,0.7404851065912817
11,1.517614331943618,1.5244645687398402,0.7881749282691226,0.7423296775672134
12,1.5152290974777871,1.523227798260562,0.7913132868431151,0.7436246598446467
13,1.5133221218226198,1.5218607902000674,0.7880182123121304,0.7450731709487859
14,1.5117278602167263,1.5213791018844294,0.7865091592916171,0.7454124919063607
15,1.5101460119971712,1.5205321072245883,0.7874911589187455,0.7463859536698952
16,1.508967311876849,1.5201236449543782,0.7865526014307596,0.7468776909264463
17,1.5076814620921275,1.5197154064573688,0.7877833479085772,0.7474339547913231
18,1.5065521254502359,1.5193901356380906,0.7849949730644903,0.7474762308450538
19,1.505616477268347,1.5191826358795635,0.7859408105321111,0.7477565878329517
20,1.504773467905247,1.5189101958520392,0.7853487902072893,0.74821606178534
21,1.5038193268679163,1.5188604055695114,0.785009885753752,0.748202711452583
22,1.5030342762295843,1.5187734017014327,0.7866049907444402,0.7482349747567458
23,1.5021616062225356,1.5185898747030224,0.7855095543762625,0.748586533519348
24,1.5014048259330925,1.5187432259072737,0.7855727100593111,0.7486043339630241
25,1.5006198513492492,1.5190809844988944,0.7895059673169049,0.748455255247237
