epoch,train_loss,test_loss,test_auc,test_acc
1,1.6738362050217255,1.5745783972044274,0.7809278680034959,0.7039730735352522
2,1.5483543332188792,1.5431128088563044,0.782506443940045,0.7244408254550053
3,1.5378782803993296,1.5396740139773408,0.7895788810148154,0.7273606695229072
4,1.534794819610825,1.5371484494191745,0.7875321515857462,0.7295072874071741
5,1.5309811791490733,1.5319108442257865,0.7859562646199576,0.7357008624189888
6,1.524713871034649,1.527219091147104,0.7728802927664705,0.7397322884610691
7,1.5204767835498367,1.5244105547586142,0.7745076079191029,0.7427719437597208
8,1.517840424415745,1.5237203266856305,0.7761631194915459,0.7436960433450408
9,1.5158019428527991,1.5227111709857648,0.7788942580106076,0.7446112680243794
10,1.5139806465968115,1.5210067743701856,0.7783405315357408,0.7460922679600362
11,1.512465717842212,1.520238196086673,0.7821362955681481,0.7469498057504953
12,1.51117301069835,1.5200296849750672,0.7820437021424624,0.7470074926393748
13,1.509941590533967,1.519333566816993,0.7807433954198452,0.747605439429876
14,1.5088731946059344,1.5195290847885454,0.7778537575425842,0.7476254079683343
15,1.5077763925294507,1.518667052299157,0.782246640475758,0.7484241495066661
16,1.5067030242291934,1.5186973781833644,0.7811901334623678,0.7485672573656172
17,1.5058119516442847,1.5187137852938466,0.7826597444608724,0.7487170214040545
18,1.5049195162435751,1.5186527933535225,0.7781882313502553,0.7484618678570873
19,1.5041458830374432,1.5183459448410888,0.778081895997526,0.7490520491048548
20,1.5032722646732553,1.518267568548959,0.7792027112807518,0.749201813143292
21,1.5023814367487853,1.518352293459434,0.7738699142262471,0.7493094213783172
22,1.5017774352699902,1.5179152791921724,0.7770347568765533,0.7495845434637427
23,1.5010180781327604,1.5176916373311113,0.7792841527153731,0.7498629936389112
24,1.500338497277347,1.5182118633958912,0.7758278346001266,0.7494935756774327
25,1.4996903460059408,1.5178336466180362,0.7772747496259204,0.7499040400790754
